Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/classifier.out_proj.bias,0.000246649514887502,0.0002811568013798059,7.3876540442628766e-09,3.7703898681025634e-05,0.000320727124133436,8.595146330495413e-05,0.005642014377110627,0.12472153899461225,-2.1141268741596173
1,gradients/classifier.out_proj.weight,0.0002969959760049008,0.00021641848825877362,6.093112973794993e-09,6.497732526875682e-05,0.0003241439298912186,7.80583946401346e-05,0.0,-0.15861777655210935,-0.9583201397160226
2,gradients/classifier.dense.bias,0.6198411208332173,0.20212547932812205,0.037209378047684524,0.03221095663105679,0.6889029787489924,0.1928973251439338,0.0,0.33340586992133303,1.8301698450187498
3,gradients/classifier.dense.weight,0.09723854008170707,0.0314786046981214,0.0005000164626433145,0.010879914002825822,0.0995563456599143,0.02236104788786447,0.022830475979809875,0.06403688693487752,12.61441953634751
4,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.weight,0.4462340009122682,0.4181960367597454,0.0340068297551984,0.07782094363492593,0.6730482025047834,0.1844094079899353,0.021123365779574722,-2.6782406271435195,8.086553379731996
5,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.bias,6.10409416355546e-05,0.00020971636295630367,8.097135433012852e-09,1.3026449983227133e-05,0.000286893329378192,8.998408433169085e-05,0.0,-0.1344977440347252,-0.13949591958638513
6,gradients/encoder.roberta.encoder.layer.11.output.dense.bias,0.00012537080475142685,0.0005304186842463747,2.2163824792916587e-08,6.025569424049492e-05,0.0006241918008399837,0.00014887519871658683,0.0,0.051738462258618945,0.6622221821096058
7,gradients/encoder.roberta.encoder.layer.11.output.dense.weight,6.599998202929604e-11,6.107867457760403e-11,3.4964689581017366e-22,5.769878483828993e-11,1.1877279705447483e-10,1.8698847446037245e-11,0.0,-0.3201288309591043,112.80666549593025
8,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.bias,0.00021946174474226707,0.00020539434506532553,1.1899208820845454e-08,1.55077639939803e-05,0.00045175609361437264,0.0001090834947223013,0.0,-0.3340633926383389,74.041989878648
9,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.weight,4.0384607082810837e-07,2.1839488328027951e-07,5.624069242994297e-14,7.057001373594322e-08,8.801412435793312e-07,2.3715120162028058e-07,0.0,1.7995933266055122,178.46451984920415
10,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.weight,0.0002668145352568722,0.00037975123586038884,4.2848752380721433e-08,5.8510282571523066e-05,0.000703987567456315,0.00020699940188484916,0.005467224702242701,-0.7303934880610203,3.6353790015481584
