Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.0016971325875893e-09,1.4230135772368738e-18,9.417375299578833e-10,5.021436201744385e-09,1.831291045712778e-06,0.020884424568294,-2.2127999894740955,2.279307563101299,0.05337088667146123,1.0200362362214662e-09,1.1929013275358832e-09
1,parameters/classifier.out_proj.weight,1.1788155997957362e-07,9.369699669701798e-18,1.0653984840258964e-07,1.1816195784033073e-07,-4.371185445960871e-05,0.0187137944230178,-1.2645887308117194,2.4098215698670944,0.0,1.093431181393542e-07,3.060996515793802e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,4.499588597389713e-07,2.141913199959306e-14,8.71327498515236e-08,5.168397035851451e-07,-0.0113615072623671,0.1283658394965572,1.7820005602100626,3.6710608843063386,0.0,2.82381850130887e-07,1.4635276560281687e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.4648465531997234e-08,3.497019748044629e-16,9.915213492294105e-09,7.571468907348066e-08,0.0003445132038981,0.0755137771931206,2.8315386667183904,10.94374530369858,0.0,4.123695677189636e-08,1.870032017919648e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.929322713688985e-06,6.697704278325704e-12,1.0585823981733224e-06,1.0160286749650716e-05,-0.0002076929983255,0.0251005607441857,4.175287016634274,21.04369167694346,0.07782994324751984,8.220744373045434e-06,2.587992325785705e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.3105430115456998e-08,9.962808534922963e-19,1.1301720242243721e-08,1.5210274855370987e-08,0.3357254763638286,0.0639204642931742,0.807203230591871,0.06391129125694474,0.09164512838418776,1.4826306236547462e-08,9.981386945170979e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.9075166434277396e-06,1.9818728583536057e-12,1.0111540323164526e-06,6.598186810558131e-06,8.546326140564047e-05,0.1016103293044025,1.3568773500829365,1.5926183283689226,0.0,1.3835411676657214e-06,1.4077900618890608e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.290671772434748e-07,1.0202637462220505e-16,1.0173492401062361e-07,1.398912283953961e-07,0.000112793106243,0.1006120468130983,1.3102823911828498,1.95352052914957,0.0,1.0497027398426581e-07,1.010081059233392e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.6964366972170667e-09,4.607275966067734e-18,9.084180781153438e-10,6.938111416559105e-09,3.158816936226893e-05,0.0397860407903909,1.634647563482185,3.2146132659511246,0.03367807546752767,3.0384157427561157e-09,2.1464566070777513e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.8726371182104538e-07,1.830031695185024e-15,9.203578020793089e-08,2.3625437687854141e-07,3.304292350580742e-06,0.0403816936415788,3.113303042309145,12.794342077424423,0.020262580887812083,1.0622626272809001e-07,4.277886972776425e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,7.79710775403161e-09,5.537776016575627e-18,1.0125452413881835e-09,9.832563894897412e-09,0.6156525901945613,0.0974861908782125,1.5404673777365785,2.939102916389951,0.087387017854916,3.6183736898209132e-09,2.3532479717564032e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.92206715762421e-08,2.0990686165237743e-16,1.0784345487444765e-08,7.047695642675443e-08,-0.0113346586189311,0.0607580357729595,2.6275789760679404,9.307853878790857,0.05331797398699614,5.7024258375502806e-08,1.4488162811494682e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.458060641234758e-05,5.822833165116629e-11,9.504534810566571e-06,3.455276998069446e-05,-0.000112760096662,0.0509716953262455,4.210441264822093,23.285752187326366,0.07455979918204717,3.405106208009475e-05,7.630749088468724e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.0204641114051027e-06,1.0101799454887391e-13,9.760922061963956e-07,2.101391543271019e-06,0.5109690259462994,0.1123735305669006,0.19172176806325458,-0.009837490935158753,0.04743270233285997,1.3567444064458913e-06,3.178332810592275e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.581494142811016e-07,2.864011628188779e-14,1.1089984154478741e-07,7.226739647213267e-07,0.0001951886705329,0.0759863889472458,1.3944532686306998,2.820577209466989,0.07778168685766684,6.878492352700361e-07,1.6923390996454517e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,2.8991083652533815e-06,4.180176183672619e-13,9.013396696796092e-07,3.220631848427449e-06,-3.776269572425157e-05,0.0745593718141202,2.0183048901699805,4.634725438368449,0.01258165475218599,2.7937590235027644e-06,6.465428202116716e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,4.032443311627574e-08,1.5534156286699056e-16,1.0032229820623096e-08,5.1614372523778666e-08,0.0001040482220213,0.0421736568456787,1.6741813103521157,3.7013310263682873,0.0033713859238868943,4.504433380274812e-08,1.2463609544068308e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.5944885612058958e-08,6.295407375864658e-16,1.1532479909291226e-08,1.1373363580447198e-07,-9.920277029305042e-06,0.039764444603185,2.983160765883257,12.173878738905785,0.012826727234285663,1.0733462382764534e-07,2.5090650401822303e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.7202145686960736e-06,2.5511487659801015e-13,1.0400374018281232e-06,3.0385756619348374e-06,0.6438848846203952,0.1354366076190484,0.3986194847016419,-0.227049553139388,0.06512586219677992,2.051003362670367e-06,5.050889788918484e-07
19,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.weight,2.900898068664727e-07,6.7574876765431016e-15,1.0197228126419661e-07,3.750475305726766e-07,-0.0143675512643725,0.0644239113303974,2.921316645767179,8.407118797568845,0.052241066938514276,2.562658028289467e-07,8.22039395439361e-08
