layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03497096661862453,0.2342117909968148,4.653724615991699e-06,0.2085284414795809,0.2721598633528042,0.007248296914988194,0.02284516619743946,0.9374179417150629,-412.81453250525647,0.2535564885492846,0.0020520823663752
fc1.bias,0.41852749112483206,0.41358222949903767,6.411563517886818e-06,0.36854229454660525,0.46409785100085366,0.09224567992039208,0.0,0.2729969234142475,-463.65697998913157,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.4732330859918134,0.3051308756026195,2.6735887897457293e-05,0.2718878019412342,0.3391959189783645,0.01889563135961733,0.0,0.5558052499009138,-458.37711399751976,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.7928446480621502,0.4593608987057452,3.539976352067555e-05,0.4104960733938201,0.5461979835908145,0.1028679318618231,0.020039421840828964,-16.641934894031692,-70.77085197966728,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.217885979269914,0.3221199470578297,4.5745751441415165e-05,0.28062158797635517,0.3794194470425625,0.10416528066622724,0.044699496509076564,0.8382209710538424,-459.5826043098209,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.0397734062116777,0.019219970530021304,9.44416880603621e-05,0.015315396265851575,0.022501111577696808,0.016026322214106388,0.0,0.238691572965328,-464.42171346697256,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.01665609059871863,0.3424728601309433,1.3682717840545046e-05,0.2917518060071653,0.3982172786239411,0.009699552983429508,0.06531840193969117,0.22460569493044497,-464.38107888843393,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.04018191262833885,0.2898545908109391,3.7332481583733694e-05,0.24461696626302556,0.33039905949808784,0.007734771849054194,0.0,0.07787283798116884,-464.5638490139999,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.04494956085826676,0.25686389256526243,6.880545200222229e-05,0.20729245833958707,0.30528212965160695,0.013085877827882356,0.01891507213789667,0.6729139533565647,-463.1121130470007,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.7715789363492176,0.3565185343815741,7.702371515448093e-05,0.29994812905726914,0.4046761984932362,0.16072351362962264,0.0,-1.176754989022686,-451.9011000565376,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.021044851648094103,0.1498400245997064,7.713119757528436e-05,0.13458842860049886,0.17804395147985713,0.007729150925132488,0.0,2.451358897964321,1837.0612684043094,0.1448155608672209,0.0083536486385435
