layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.2385572748841286,3.635861815978832e-06,0.21239740545718228,0.27720942253998115,0.0068949389242192,0.09439456483242184,0.9465775446098731,-412.775830497099,0.23847535007234225,0.001906793595536381
fc1.bias,0.4041797298542702,0.38079951353741864,7.076263189987069e-06,0.3393296821560799,0.4273109995778909,0.0989518972456589,0.0,0.09116722358250703,-463.57464405723607,0.3813526767967252,0.0026601246568509814
convs_code_file.2.bias,0.5012725556718685,0.33584817288031327,2.86100283286463e-05,0.29925854382998435,0.373342518722037,0.0198565520812984,0.0,0.4847158744706565,-458.3683032094735,0.336005654940937,0.005348834296241186
convs_code_file.1.bias,0.7504679668033454,0.40933720548918745,3.450107273781564e-05,0.3657936842703437,0.4867178657931704,0.0980229671362744,0.0,-16.44160283096146,-70.51528528414535,0.4100439051420783,0.005873761379032608
convs_code_file.0.bias,0.214765230563731,0.28860821251942625,4.9601523068717986e-05,0.25142713340157985,0.33994656154095315,0.1067139804466189,0.059167786274325486,1.1949589562170586,-459.69875455735826,0.2879302087064772,0.007042834874446312
convs_code_line.2.bias,0.037765972353141,0.01906415729239902,7.644315960726297e-05,0.015191236789440144,0.02231869865258098,0.0153167726992365,0.0,0.0076189867603846245,-464.24907650472176,0.018796943498792885,0.008743177889489763
convs_code_line.1.bias,0.0163964374986086,0.3093305682712626,1.5674634223284926e-05,0.2635179672685821,0.3596804051716146,0.0105102822234692,0.0,0.37426063456191416,-464.5745003367137,0.3101537287842162,0.0039591203850457175
convs_code_line.0.bias,0.0390049240477585,0.30707331377004976,3.1193720160626755e-05,0.25914836202735375,0.3500263141692379,0.0076420205794523,0.0,0.11856483309363726,-464.5352272439192,0.3070200760249496,0.005585133853420714
convs_msg.2.bias,0.0464563829802717,0.24219858452173465,7.511352596761478e-05,0.19545736650830603,0.2878524456784596,0.0131193286777906,0.07273929122611691,0.7259597012467309,-463.3588656340223,0.24261203637983184,0.008666805984191337
convs_msg.1.bias,0.7319309612606568,0.31823459175622365,7.575275702314364e-05,0.26773887243803407,0.36122095319488495,0.1715182425610702,0.0,-0.9934749039255466,-451.71738031730024,0.3182880836318997,0.00870360597816463
convs_msg.0.bias,0.0203104796291033,0.13372692881706424,7.578767171997536e-05,0.12011541815440084,0.15889793724648352,0.007351787661552,0.0,2.5255344774259343,1837.120261600736,0.13391584157386927,0.008705611507526337
