layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.24835009095637042,4.706184949162557e-06,0.22111635450987344,0.28858891574447454,0.0068949389242192,0.0,0.6975323395988544,-412.82092336543906,0.24826480311734475,0.002169374322048227
fc1.bias,0.4041797298542702,0.39102851073997036,6.571064582631869e-06,0.3484447210311919,0.43878938351461916,0.0989518972456589,0.027553639573074287,0.3760174267292202,-463.6584688978857,0.3915965330136161,0.0025634087818042967
convs_code_file.2.bias,0.5012725556718685,0.3440968557587503,2.808670587579982e-05,0.30660855799128245,0.3825120908401872,0.0198565520812984,0.0,0.5153241171190139,-458.60784926219674,0.34425820569683185,0.005299689224454532
convs_code_file.1.bias,0.7504679668033454,0.4483653345887745,3.014053463465723e-05,0.40067016982326437,0.5331238299872879,0.0980229671362744,0.0,-16.494864808552382,-70.77504158735276,0.44913941430122944,0.00549003958407011
convs_code_file.0.bias,0.214765230563731,0.3399766025011759,5.0696890534024056e-05,0.29617779010611284,0.4004524889147805,0.1067139804466189,0.027415829468139297,1.1305466928955135,-459.86257364726146,0.3391779231053366,0.007120174894904144
convs_code_line.2.bias,0.037765972353141,0.017866949326984242,8.00796059274649e-05,0.014237243942556163,0.02091710909397954,0.0153167726992365,0.0,0.12406907504260886,-464.30697582585026,0.017616516263691404,0.008948720910133726
convs_code_line.1.bias,0.0163964374986086,0.345635432406948,1.640650547554549e-05,0.2944459937241125,0.4018946238147996,0.0105102822234692,0.06328670660175321,0.3632683049808296,-464.4202254018108,0.34655520390391026,0.004050494472968097
convs_code_line.0.bias,0.0390049240477585,0.25676880342145275,3.659692043450663e-05,0.21669487982997473,0.292685276853982,0.0076420205794523,0.0890772812834294,0.006794029315231001,-464.5752667245692,0.2567242870421607,0.006049538861310495
convs_msg.2.bias,0.0464563829802717,0.28879208732369227,6.640690788246424e-05,0.23305892133180564,0.34322871371385794,0.0131193286777906,0.07121902525391431,0.44149123259865286,-463.1966090203278,0.2892850779220623,0.008149043372228684
convs_msg.1.bias,0.7319309612606568,0.3228202497032976,8.049204100933147e-05,0.27159690333706527,0.36642603076211755,0.1715182425610702,0.0,-1.018157770401299,-451.803760266356,0.3228745123796696,0.00897173567429017
convs_msg.0.bias,0.0203104796291033,0.15820999631141397,7.033225428436497e-05,0.14210645553034465,0.18798937721846154,0.007351787661552,0.0,2.5551577424904193,1836.874425779268,0.158433495697975,0.00838643275084017
