Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,std
0,parameters/conv2d.bias,1.3030993494710732,0.00742934786982042,-0.21110707913654997,0.20393294124529582,-0.01109731667782757,0.0940009787609524,0.6439540365000067,-0.7230307782646084,0.05697005463945811,0.08619366490537725
1,parameters/conv2d_4.bias,0.8530722879442674,0.004904371007517953,-0.28933991825421,0.07350902018549149,-0.040932382210875404,0.0649698545537963,1.2432344216779259,-0.4117433153911632,0.0,0.0700312145226537
2,parameters/conv2d_8.bias,1.0128905989009795,0.005752364662371,-0.26398231813424555,0.08959063833436504,-0.0692927026839756,0.0799971838020091,1.449390227833369,2.7253280877492525,0.0,0.07584434495973326
3,parameters/conv2d_1.bias,0.44609319268290815,0.0016227314225168176,-0.140982810909385,0.06740362849629777,-0.010939749475679446,0.0407820874321419,0.9517833912994701,-0.03874981424797885,0.0,0.040283140673448396
4,parameters/conv2d_2.bias,0.48641905997708096,0.002512222439177738,-0.2239528704417287,0.08611010599020479,-0.02027102510038815,0.0533447512787921,1.8800800432491476,3.513906186245348,0.03548517167852848,0.0501220753678235
5,parameters/conv2d_5.bias,0.4069100769696874,0.0010886761292460355,-0.1122489500630801,0.08087157540978616,0.005064106091358659,0.0311073940537198,1.436025804249824,0.4411712741834508,0.0,0.03299509250246303
6,parameters/conv2d_6.bias,0.2436150913756354,0.0010173596400828216,-0.11488226286932295,0.07478692783763882,-0.0010355906154025315,0.0315077205560388,1.5714464438318216,2.1500902961987727,0.09673585178895723,0.03189607562197619
7,parameters/conv2d_3.bias,0.4484931854168758,0.003660659606885437,-0.19398052984551972,0.04798578805117665,-0.02410481146105864,0.058482287166721,1.3104669711088426,1.2240917366080104,0.0,0.06050338508617118
8,parameters/conv2d_7.bias,0.31720314569502805,0.0007450011517044598,-0.1433788819597442,0.09666780862423568,-0.002703902569558985,0.0291372280086127,1.6217826929867247,2.12961177759216,0.018969381667911286,0.027294709225498957
9,parameters/conv2d_9.bias,0.5790416261732038,0.0026226699163492094,-0.25932775755171394,0.0807895610658658,-0.017007666408538662,0.0501008673163845,0.9521157929666577,-0.1449122109283114,0.09104978959729251,0.05121200949337192
10,parameters/conv2d_10.bias,0.32698633929527343,0.0016371439681104611,-0.1791820422317796,0.07457455472368486,-0.007171320581262304,0.0406105019834624,1.557352948980123,0.9643498668600281,0.07240516570917618,0.04046163575673212
11,parameters/conv2d_11.bias,0.4074608783779715,0.0016111884667711423,-0.19556457955735812,0.06882229566688565,-0.01118620806507469,0.042220820120531,1.810210340585954,4.548935120300341,0.029699583799634825,0.04013961219009472
12,parameters/dense.bias,0.3845051405696636,0.0008140199469833918,-0.13314461673727224,0.08688625050621046,0.004799602754799083,0.0294783448905195,1.2819335240005083,0.27930352059872277,0.05413556906160944,0.028531034803936386
13,parameters/dense_1.bias,1.2046549741927475,0.0074901952877855955,-0.21574223159526904,0.13134008922891985,-0.0018183170708356744,0.0875716299649864,0.8592727556148788,0.5363734271048,0.0,0.08654591433329271
14,parameters/dense_2.bias,8.320853880995495,0.0,-0.46273513068432315,-0.46273513068432315,-0.46273513068432315,0.0,7.8396042186950465,59.057267098195524,0.025289369544296805,0.0
