layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.2979974143361264e-07,1.303671852992882e-14,1.0274360320321142e-07,4.742654182322221e-07,-3.1558510518864194e-05,0.0200467691820429,0.9492565877275181,-0.43393834417933724,0.06467610102414499,4.7197996051088536e-07,1.141784503745292e-07
fc1.bias,3.955654542419419e-08,1.851085728433494e-16,1.0107490650083774e-08,6.08408213712074e-08,0.7224649448495858,0.1133428719451089,1.0023709229407605,0.8739018291469111,0.10591785271965995,2.772601152307108e-08,1.3605461140415249e-08
convs_code_file.2.bias,7.68265195882e-05,3.792893133745808e-10,9.56056977310522e-06,8.341668918492433e-05,0.8051789876384037,0.1374376907114736,0.11491230050491326,-0.5276413761951572,0.0,3.1142674296409617e-05,1.947535143134986e-05
convs_code_file.1.bias,5.905961323856399e-08,4.830676782259197e-16,1.109655699272269e-08,9.496678231929237e-08,-0.0001044009550747,0.0706972257171937,1.5558002046018722,4.107104915313691,0.0,4.328871315910948e-08,2.1978800654856485e-08
convs_code_file.0.bias,4.834866193001953e-09,3.866131765010222e-18,9.675603197790674e-10,7.934612620663632e-09,0.563354952842928,0.1337718840011416,0.22927057438240725,-0.9143891826216008,0.0,2.389087257482779e-09,1.966248144311959e-09
convs_code_line.2.bias,4.4573331923151134e-07,7.564978800713133e-14,9.454100347683807e-08,9.256701527619633e-07,1.953889443484899e-05,0.039087298509953,2.5918102832675247,8.787218436470656,0.026043210623672347,1.8656411601648315e-07,2.7504506541134557e-07
convs_code_line.1.bias,1.3941009923361293e-06,5.202068467545327e-13,1.0704640739453343e-06,3.857099306704467e-06,6.742295416513179e-06,0.0432375307227778,2.151541888443654,6.163291512387349,0.0,3.5786675841530464e-06,7.212536632520716e-07
convs_code_line.0.bias,2.690393825013534e-07,9.262311042349744e-15,9.997168994621704e-08,4.554949815472323e-07,0.0005278906998377,0.0197473282303864,0.8292223143852764,-0.08874916560943379,0.09591978266982433,1.1400047296462807e-07,9.624090108862105e-08
convs_msg.2.bias,2.2156068518797226e-08,2.5125526531952094e-16,1.01767571386644e-08,5.969977087721392e-08,-0.0006588076272084,0.0546666985913124,5.055180717187838,30.12471092311571,0.005846973984645569,1.4957435032396812e-08,1.5851033572594598e-08
convs_msg.1.bias,1.920959960847685e-07,1.9074153082868413e-14,9.696341253097265e-08,5.443422013674821e-07,6.062533815187235e-07,0.0751172360038982,1.408246501649185,2.429352956352496,0.0,2.335529332904114e-07,1.3810920708942044e-07
convs_msg.0.bias,1.0371983395160669e-08,9.01621465162926e-19,8.944479781022087e-09,1.2037813093190222e-08,0.3357254763638286,0.0639204642931742,0.5739556657740834,0.0050512955370287105,3.038519623760569e-05,1.1733930190941693e-08,9.495375006617303e-10
