layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.221567064522169e-07,1.0515517967936283e-14,1.0091653613523814e-07,4.65831659826681e-07,-3.1558510518864194e-05,0.0200467691820429,0.4393775696661869,-0.10823997091977335,0.05517050985530637,4.6358684390111274e-07,1.0254519963380192e-07
fc1.bias,3.9459479550023055e-08,2.144271445374955e-16,1.0082688372607165e-08,6.069152705219255e-08,0.7224649448495858,0.1133428719451089,1.043864208195222,0.723778881491915,0.0005562863702840338,2.7657976018026202e-08,1.4643331060161672e-08
convs_code_file.2.bias,8.454372649058151e-05,5.562291623812793e-10,1.0520926892485122e-05,9.179587716587491e-05,0.8051789876384037,0.1374376907114736,0.14185333113320742,-0.5425539645183468,0.1073812968719334,3.427094904225382e-05,2.3584511069370922e-05
convs_code_file.1.bias,5.294182702489357e-08,4.941663863574774e-16,9.947102066306757e-09,8.512949352292345e-08,-0.0001044009550747,0.0706972257171937,1.8960367541875331,3.371613719295221,0.0,3.880458131248561e-08,2.222985349383746e-08
convs_code_file.0.bias,5.536622328256739e-09,4.68969233690226e-18,1.1079967586647652e-09,9.08628111884879e-09,0.563354952842928,0.1337718840011416,0.3266301265542664,-0.24540040583239153,0.0,2.73585107134473e-09,2.165569748796436e-09
convs_code_line.2.bias,4.7297832275501986e-07,5.261032217741701e-14,1.0031972779855441e-07,9.82250815426105e-07,1.953889443484899e-05,0.039087298509953,2.742984543556963,8.957571420069943,0.0031980428223330488,1.979676610935997e-07,2.293694011358469e-07
convs_code_line.1.bias,1.3849786950968692e-06,5.66600063738105e-13,1.0634594942770313e-06,3.831860384595861e-06,6.742295416513179e-06,0.0432375307227778,2.6479609238930513,5.526164268756947,0.010604732424070555,3.555250579500863e-06,7.527284130004029e-07
convs_code_line.0.bias,2.857962594300821e-07,9.939267943141243e-15,1.0619833709806048e-07,4.838650784322193e-07,0.0005278906998377,0.0197473282303864,0.5816643959142975,0.1700473511190839,0.0,1.2110089029953448e-07,9.96958772625089e-08
convs_msg.2.bias,1.8650877883924332e-08,1.9335814372276467e-16,8.56674795379667e-09,5.025499606956553e-08,-0.0006588076272084,0.0546666985913124,5.202976319698317,30.294838502184756,0.0098399018519411,1.25911008990285e-08,1.3905327889796944e-08
convs_msg.1.bias,1.8172419195370618e-07,1.5148255892353804e-14,9.17280846576793e-08,5.14951632027539e-07,6.062533815187235e-07,0.0751172360038982,1.1890936398551695,2.2638762521478,0.0,2.2094275229916232e-07,1.2307825109398418e-07
convs_msg.0.bias,1.2209266632609661e-08,9.674048616132697e-19,1.0528896390967765e-08,1.4170179813135188e-08,0.3357254763638286,0.0639204642931742,0.43117995956795174,-0.04089823457518705,0.0,1.3812467383671154e-08,9.83567415896475e-10
