layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03631016718464002,0.24318084714247462,4.390601854605258e-06,0.21651396300963377,0.28258212725598925,0.007040405334024703,0.018805790970492127,0.6237456158900343,-412.92074240670723,0.2535564885492846,0.0020520823663752
fc1.bias,0.4088673010437739,0.4040361828573444,7.151737386414346e-06,0.3600358315454265,0.45338583434257,0.0974248713744843,0.0,0.2674859567328487,-463.4788421501398,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.602287048416675,0.3883421930703225,2.7389802313189943e-05,0.3460335014160787,0.4316970113116625,0.019125312965488934,0.026136549596049868,0.6166567302903901,-458.64861455690215,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.674470493068107,0.39077689759720236,4.0019422011035896e-05,0.34920774164417184,0.4646489374756106,0.10937428678940274,0.0,-16.635290137318123,-70.61907246884977,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.19402976503960415,0.28685121388547563,3.8763176808041706e-05,0.24989648697240055,0.3378770236056685,0.09588646024834688,0.0,1.1887954768939708,-459.8238136633611,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.041791240202986565,0.020195062018062926,7.28079223714116e-05,0.01609239602823363,0.023642666000822304,0.014071529928769701,0.0,-0.08762096524088947,-464.67754352784664,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.016482819421435035,0.33891015882892683,1.561139333799354e-05,0.28871674933514185,0.3940746752757618,0.010360634837336357,0.0,0.21645499057081236,-464.14310071610254,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.041076097073983554,0.29630484291812886,4.017698919257249e-05,0.2500605271108218,0.337751564158368,0.008024034222297275,0.10364662203037607,0.05590730843462875,-464.2300765099955,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.045001596841504635,0.2571612517597183,6.992315889577901e-05,0.20753243102633975,0.3056355403519136,0.01319173611732974,0.017884759125750882,0.6227527366817214,-463.0400864809569,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.7734349113327232,0.3573761128480095,8.395748932267115e-05,0.3006696316769669,0.40564961659142496,0.16780191325636012,0.0,-1.0447654301760947,-452.0080642274152,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.019682705152408008,0.14014149748081886,7.826946712401642e-05,0.1258770744202156,0.16651990043679102,0.007785973818906818,0.0,2.892366868438474,1837.249979165051,0.1448155608672209,0.0083536486385435
