Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.128218228788896e-09,1.5612094618679457e-18,1.0012618519366824e-09,5.33882568210416e-09,1.831291045712778e-06,0.020884424568294,-2.4830996638066045,2.181726358216016,0.0,1.0845095777029343e-09,1.2494836781118612e-09
1,parameters/classifier.out_proj.weight,1.2054413837441828e-07,8.371858136306935e-18,1.0894625275112316e-07,1.208308695521602e-07,-4.371185445960871e-05,0.0187137944230178,-1.360312318488062,2.3123412919532607,0.0,1.118128396465453e-07,2.893416343409108e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.126024535811479e-07,2.513613531373711e-14,9.926343352162016e-08,5.887944962781504e-07,-0.0113615072623671,0.1283658394965572,1.5515086922145611,3.298593548615698,0.0,3.216952530012373e-07,1.585437962007253e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.068444646682156e-08,2.979006827632422e-16,8.78084593184776e-09,6.705241597154608e-08,0.0003445132038981,0.0755137771931206,2.8713209590369435,10.91922566612091,0.0,3.651916969752603e-08,1.7259799615384947e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.4358233378442183e-06,7.087739519174585e-12,9.256307953541347e-07,8.884215646636353e-06,-0.0002076929983255,0.0251005607441857,4.171949577700455,20.85252419509837,0.0,7.188268164628205e-06,2.66228088660355e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.02950892293012e-08,9.087155242771714e-19,8.878168615104728e-09,1.1948569063258114e-08,0.3357254763638286,0.0639204642931742,0.40715965098081214,0.06858330994373898,0.09512003809769695,1.1646939039885022e-08,9.532657154629926e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.5577458777175624e-06,2.5124730110409857e-12,9.206433186310435e-07,6.00756799466405e-06,8.546326140564047e-05,0.1016103293044025,1.0794869563566434,1.6963660301865715,0.0514394818948663,1.2596972284671703e-06,1.5850782349906219e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.177941429492942e-07,1.0829268086004936e-16,9.284915373361384e-08,1.276727957246213e-07,0.000112793106243,0.1006120468130983,1.3562495295846988,2.0845000663699116,0.0,9.580192054408869e-08,1.0406376932441445e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.7974392782191735e-09,4.354327153481424e-18,9.42445418943823e-10,7.19799779218806e-09,3.158816936226893e-05,0.0397860407903909,1.5774184205930815,3.0378723546247075,0.0,3.152228105750779e-09,2.0867024592599253e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.2222465382816725e-07,1.862019077394551e-15,1.0921827404584315e-07,2.803615639499617e-07,3.304292350580742e-06,0.0403816936415788,3.18597467166364,12.44759388701695,0.03581550907813313,1.2605802925004717e-07,4.315111907464917e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,7.384246387507982e-09,5.957046798108355e-18,9.589303850575948e-10,9.311923948119811e-09,0.6156525901945613,0.0974861908782125,1.7900267932260008,3.22554978162846,0.08570689281924006,3.426778709566835e-09,2.440706208888802e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,5.033078257213229e-08,2.752934527054552e-16,1.102757297958792e-08,7.20664764755621e-08,-0.0113346586189311,0.0607580357729595,2.8991001139930135,9.82138323133732,0.0,5.831036956065949e-08,1.6591969524606035e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.5899993837803907e-05,5.611801273475305e-11,1.0014699755381527e-05,3.6407422769256776e-05,-0.000112760096662,0.0509716953262455,4.3860307384877135,23.86825050010768,0.0,3.5878785219965774e-05,7.491195681248291e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,1.943280833698818e-06,1.1802908233458893e-13,9.388047357619898e-07,2.021116775637987e-06,0.5109690259462994,0.1123735305669006,0.13239306107395069,0.08987978236163718,0.05193071472884579,1.3049157301986615e-06,3.4355360911303045e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,1.9580169476582877e-07,2.7609185245390703e-14,8.41155382211568e-08,5.481352241283602e-07,0.0001951886705329,0.0759863889472458,1.2678483000907437,2.757186630568038,0.0,5.217212922381287e-07,1.661601192987977e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.3699997912482197e-06,4.823854989535732e-13,1.047740931339262e-06,3.743747142042162e-06,-3.776269572425157e-05,0.0745593718141202,1.855303850054332,4.649185972839905,0.0,3.2475389464026742e-06,6.945397749255064e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,3.8712905953206486e-08,1.30573441961949e-16,9.631301410409137e-09,4.955165379721899e-08,0.0001040482220213,0.0421736568456787,1.4145948159923025,3.7180312419532644,0.014682204192970923,4.324418035096435e-08,1.1426873674017276e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.5300806415669346e-08,6.450814521313331e-16,1.1066635840348008e-08,1.091394687133006e-07,-9.920277029305042e-06,0.039764444603185,2.7373309543811137,11.862593402192125,0.04258272433149138,1.029989390230201e-07,2.53984537350472e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.4979899605171027e-06,2.773755324485596e-13,9.550728160294679e-07,2.7903429329191613e-06,0.6438848846203952,0.1354366076190484,0.7392582217262349,-0.18082600900510776,0.0,1.8834491469521373e-06,5.2666453502069e-07
19,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.weight,2.757413736540106e-07,7.044432600550116e-15,9.692852435647732e-08,3.5649691515447306e-07,-0.0143675512643725,0.0644239113303974,2.7234129713357778,8.203479618042175,0.0,2.4359037380836886e-07,8.393111818956137e-08
