Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.0847661634227124e-09,1.5502770925693785e-18,9.808189787150876e-10,5.229822291672032e-09,1.831291045712778e-06,0.020884424568294,-2.4576025639756356,2.193195757903502,0.0,1.0623670265194419e-09,1.2451012378796262e-09
1,parameters/classifier.out_proj.weight,1.0276528240919154e-07,7.562852555997442e-18,9.287794978978677e-08,1.0300972407888635e-07,-4.371185445960871e-05,0.0187137944230178,-1.4756572778788821,2.7496523332280978,0.0,9.532174851638716e-08,2.750064100343379e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,4.855359529161798e-07,1.588237523485487e-14,9.402211294141223e-08,5.577048935778401e-07,-0.0113615072623671,0.1283658394965572,1.5642757858819671,3.9779891864055563,0.044368861229154295,3.047090588883434e-07,1.2602529601177244e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.944025850139223e-08,3.1126227032186416e-16,1.1286461816654938e-08,8.618583430925407e-08,0.0003445132038981,0.0755137771931206,2.705596585233795,10.708380196042002,0.04833520491039494,4.693992100147643e-08,1.7642626514265504e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.1567655730405004e-06,7.207843833164883e-12,8.504510100782468e-07,8.162639151978709e-06,-0.0002076929983255,0.0251005607441857,3.981557438020636,21.1140620950427,0.07239913499103764,6.604436619875532e-06,2.684742787152036e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.092733031558099e-08,9.82560957374351e-19,9.423393901099648e-09,1.2682353503177549e-08,0.3357254763638286,0.0639204642931742,0.789444978201586,-0.013378701000995863,0.0,1.2362199804158284e-08,9.912421285308403e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.356704866540477e-06,2.7284424392570155e-12,8.686196300167928e-07,5.668092499259306e-06,8.546326140564047e-05,0.1016103293044025,1.059412659394094,1.2263264218323169,0.0,1.1885142903674758e-06,1.6517997576150127e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.1855037380115495e-07,1.3821381535798048e-16,9.344523935268192e-08,1.284924468944748e-07,0.000112793106243,0.1006120468130983,1.5079353710709196,2.2903776932214317,0.0704464696607915,9.641696273692622e-08,1.1756437188110205e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.9929792300499276e-09,3.919170278134469e-18,1.00832199873529e-09,7.701135126578505e-09,3.158816936226893e-05,0.0397860407903909,1.4480934781224455,3.3084698674207624,0.032618095380005395,3.3725676629870112e-09,1.9796894398199098e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.256215876403224e-07,1.866728295133988e-15,1.1088778839369057e-07,2.846471805987191e-07,3.304292350580742e-06,0.0403816936415788,3.392933919545169,13.24572799319133,0.018964505419994553,1.2798495668350936e-07,4.320565119442118e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,8.412005425234052e-09,5.849614254010956e-18,1.092396864651281e-09,1.0607982272025192e-08,0.6156525901945613,0.0974861908782125,1.6237696867877587,2.6053724271415457,0.007617757189951793,3.903726877900255e-09,2.418597580006015e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.423177151872624e-08,2.646186936529794e-16,9.691267719514564e-09,6.333356563765577e-08,-0.0113346586189311,0.0607580357729595,2.81512587314916,9.376443099512592,0.03453587423532292,5.1244403757942834e-08,1.626710464873757e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.5579119822937254e-05,5.93160405506885e-11,9.890628030178915e-06,3.595637262661668e-05,-0.000112760096662,0.0509716953262455,4.07869715536255,23.642501492924865,0.0,3.543428434733371e-05,7.70169075922219e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.332275861950424e-06,1.1411401457666293e-13,1.1267293879160366e-06,2.425692564996564e-06,0.5109690259462994,0.1123735305669006,0.14916221507605418,-0.2506836482467949,0.002667752373729964,1.5661264222057566e-06,3.378076591444649e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.419863131988972e-07,2.5628136389066992e-14,1.0395624512454918e-07,6.774263224836067e-07,0.0001951886705329,0.0759863889472458,1.6345832581949093,2.705074461091777,0.02086104379144955,6.447820187514647e-07,1.6008790206966606e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,2.9594618549382886e-06,4.832654733698373e-13,9.201037128277003e-07,3.2876787975420824e-06,-3.776269572425157e-05,0.0745593718141202,2.0792927438081223,4.795780176919501,0.025843893374628956,2.851919355978765e-06,6.951729808974435e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,4.2683784157660775e-08,1.121486618960864e-16,1.0619207740596571e-08,5.463428908933258e-08,0.0001040482220213,0.0421736568456787,1.3813514108798992,2.984403517329114,0.0,4.767984254157064e-08,1.0590026529527037e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.3894664860133308e-08,6.242771459447137e-16,1.0049613853901484e-08,9.910956975648906e-08,-9.920277029305042e-06,0.039764444603185,2.9285993705447364,12.284959458464254,0.07224924514428421,9.353335371974673e-08,2.4985538736331334e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.578868871842652e-06,3.044952649418736e-13,9.859957784184359e-07,2.8806875308585082e-06,0.6438848846203952,0.1354366076190484,0.592712479354484,-0.1800279643559038,0.072415450034241,1.9444307037038667e-06,5.518108959977807e-07
