Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/classifier.out_proj.bias,0.1164377587710754,0.134557568005317,0.0010541909997900058,0.09153703959973583,0.19396528104078356,0.03246830762128006,0.0,-0.002567254157214996,-1.5941176332000901
1,gradients/classifier.out_proj.weight,0.040376747652844776,0.03998934894433142,1.9096540241732746e-07,0.039178200692206594,0.04088596033537697,0.00043699588375317684,0.01603444738500935,0.1403345492373617,-0.6493488078108254
2,gradients/classifier.dense.bias,0.10942168818112571,0.17628238565526627,0.00265444169073062,0.07289829747993733,0.25636225070664415,0.05152127415670835,0.015386251327658146,0.040807516404409286,0.559909084036578
3,gradients/classifier.dense.weight,0.041406640329999155,0.044946088906693396,3.4300529410564344e-05,0.028188236700802005,0.047179795294741526,0.005856665383182083,0.0,-0.19925456083449797,12.939957114045834
4,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.weight,0.04327183574998318,0.05687444716082723,5.659744165937194e-05,0.03470130973743536,0.06507973518680826,0.00752312711971355,0.05400913822801043,-3.0157758134326773,14.398957753203304
5,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.bias,0.011973558851738515,0.04543224719357509,0.00014308974218842148,0.005137880901850746,0.04577837767764444,0.011962012463982737,0.0,-0.19819081948651981,1.110764998130599
6,gradients/encoder.roberta.encoder.layer.11.output.dense.bias,0.20859925053987602,0.1935019480223492,0.004346185026730064,0.08032157366721875,0.33879418736500017,0.06592560220984067,0.08765038495427674,0.34560519231019027,1.6349745493911938
7,gradients/encoder.roberta.encoder.layer.11.output.dense.weight,0.00742880192130826,0.005460972990053915,6.139213253141616e-06,0.0010195641423981236,0.009260076806314653,0.002477743580990896,0.0482053770392102,1.2496006314589123,111.44049088751731
8,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.bias,0.07483016574731695,0.06916510631112954,0.0002886120075850545,0.04343101876218485,0.10034203700861653,0.016988584625715664,0.0,0.6615450506692415,25.95371334218759
9,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.weight,0.21504611805756538,0.20870395490770027,0.0021455205900686035,0.08700037792848149,0.25173303798707913,0.04631976457268248,0.0,-0.004747900539922911,79.02950457148935
10,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.weight,0.04288099750745691,0.0366811184339624,7.126450219317725e-06,0.036522248335392714,0.04400893503847281,0.0026695412001535523,0.0,-0.21218366709242512,6.301201807179258
11,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.bias,0.0019168313233591978,0.0021554612082510414,6.141544119153127e-07,0.0010528312765973643,0.0036725549577363956,0.0007836800443517693,0.0991087973339522,0.3733667906132414,-0.04320586397548054
