layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03962483463246968,0.2878730747486219,5.277879359290333e-06,0.2563053011369586,0.33451559527847174,0.007388145881786016,0.006161955889335954,0.6664006134309434,-412.913219483209,0.2750471783203133,0.0021439995548421
fc1.bias,0.44280349703292804,0.42684378815463453,6.30334745046147e-06,0.38035964284543833,0.47897919849114423,0.09676344524406362,0.0,0.14668197977357586,-463.36791771447395,0.390178079715604,0.0025674289029408
convs_code_file.2.bias,0.48803582100148984,0.33408535145953616,2.9461327769729877e-05,0.2976877763998991,0.37138289457507273,0.019406197690164235,0.0,0.8313429402681647,-458.9146447334256,0.343307474186984,0.0055537911733518
convs_code_file.1.bias,0.819773874058487,0.4775012512604441,3.762471779905199e-05,0.4267067337148535,0.567767568670693,0.10052163620281293,0.0,-16.550368369247824,-70.31234228915947,0.437886686016344,0.0059814285725271
convs_code_file.0.bias,0.2196991739767477,0.34473352024444553,5.048978829020174e-05,0.3003218793597645,0.4060555790563986,0.10492807016327216,0.0,0.8931728896239454,-459.89311129116015,0.3361999230433617,0.0072265566060927
convs_code_line.2.bias,0.03556563468245118,0.015996813082777443,0.00010466443028762416,0.012747029500945998,0.018727712173174538,0.01581561957502438,0.0,0.01754979917931968,-464.0667056743975,0.0167483952463868,0.0099078771805468
convs_code_line.1.bias,0.016068789686646694,0.33036553848723677,1.9936878036421138e-05,0.2814376078131524,0.3841392443103954,0.010958818701019857,0.08481526330513368,0.08943562321928526,-465.1150917706333,0.3379988611436921,0.004282320932732
convs_code_line.0.bias,0.04184103131482172,0.3249211077120399,3.253810330024082e-05,0.27421064962598246,0.3703706334227339,0.007169931369337307,0.061060125782499766,-0.12202530288234159,-464.51637469987304,0.3028444926565425,0.0060798003923581
convs_msg.2.bias,0.045150457730494434,0.2431114478691586,7.056986708862662e-05,0.19619405894695827,0.28893738161086846,0.013369793156156965,0.0,0.4036739511358138,-463.26283367868746,0.2505701817867414,0.0082432139876
convs_msg.1.bias,0.6653001766832044,0.2804608358281765,8.631817953035537e-05,0.23595884888964472,0.31834480938292525,0.1647370623189095,0.04686559104790195,-1.0935742642178323,-451.79233022077176,0.3086012621355514,0.0096731993308059
convs_msg.0.bias,0.020171548810048935,0.1437880938428684,6.0133930606338926e-05,0.129152498829813,0.17085288441410845,0.00702499684131279,0.0,2.6526313017576517,1836.717544867953,0.1449829541234794,0.0081153380946105
