layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0351676645083103,0.24008662995016264,3.111184739662673e-06,0.21375905350671756,0.27898657075279426,0.006414044228124411,0.06545419644881596,0.796002421607163,-412.6587989190377,0.2584628078711197,0.0018961005893054
fc1.bias,0.40227848613788586,0.38116415173923973,7.199128910219975e-06,0.33965461052580526,0.4277201752962553,0.09952987179581252,0.0,0.5102950326752188,-463.1838339962954,0.3835219149466882,0.0026675382530154
convs_code_file.2.bias,0.5449515838491307,0.36193209068381077,3.404679486011458e-05,0.3225006987368012,0.4023384649776885,0.020380402749629437,0.0,0.6432439214115027,-458.56232149755397,0.3330785742094005,0.0056849833112066
convs_code_file.1.bias,0.7173143831131077,0.4525504072000074,3.0654275732720146e-05,0.40441005251380135,0.5381000441750368,0.10342197640383159,0.0,-16.681023822973668,-70.25728671677491,0.4742842697293964,0.0052475977988605
convs_code_file.0.bias,0.2001524847262772,0.27451185798860767,4.837075124999474e-05,0.23914679674671932,0.32334271229085093,0.11002419240502107,0.047282259896380074,1.0655848280086813,-459.986849431434,0.2938614674177014,0.0067456615298192
convs_code_line.2.bias,0.038652192022724706,0.019630664546891437,9.443485254224237e-05,0.015642656997211988,0.02298191730439932,0.0164237320946183,0.04072306630142267,0.3070588474195668,-464.52697857058337,0.0189117260269785,0.0090627827335398
convs_code_line.1.bias,0.01724799841932517,0.33539018175876545,1.6038862355260024e-05,0.2857180893334975,0.38998175039651023,0.010616693183736899,0.0,0.37438410978319603,-464.8456323756177,0.3196798821316305,0.0039647142467328
convs_code_line.0.bias,0.03523756907802205,0.23024369314619894,3.061003097229683e-05,0.19430954521384303,0.2624498699780452,0.007568030217350188,0.0,0.1990152062925847,-464.0188069738786,0.254815556589252,0.0055867241730466
convs_msg.2.bias,0.04705145589759309,0.2848328570467956,7.333780015965334e-05,0.22986377167867994,0.3385231778806928,0.012648607788485101,0.04453177676306889,0.4464538053268169,-463.19482700119835,0.2817105786437013,0.008882451111924
convs_msg.1.bias,0.8027911254588663,0.36756921919532065,8.974981622127495e-05,0.30924535182419904,0.4172195831700835,0.1734918994605484,0.0482950810526302,-1.0891001113161118,-451.54372933249266,0.3351812263424902,0.0093658651431555
convs_msg.0.bias,0.02225814855296634,0.16810457888791924,5.972696210834712e-05,0.15099390949457953,0.19974638663481076,0.007243543775248347,0.0,2.3533511733875336,1836.6169024606704,0.1536115141466268,0.0078438102460307
