Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,parameters/classifier.dense.bias,0.020221667302895742,0.0004382678937687412,-0.041321625114956496,0.04175945219191716,7.810966696226102e-05,0.020934848787817057,-0.49432728015059474,0.43125247620799034,0.0
1,parameters/classifier.out_proj.bias,0.015974698224076288,0.00027967922879830644,-0.018640265740056297,0.013309130708096374,-0.002665567515979916,0.016723612911042234,5.581248128297586,27.07442064459762,0.0
2,parameters/encoder.roberta.embeddings.LayerNorm.bias,0.034277108164403054,0.005223864081806148,-0.6996471325835852,0.9125956143326704,-0.0018216597734322913,0.07227630373646812,3.4558103129785414,12.555753849449793,0.0
3,parameters/encoder.roberta.encoder.layer.0.attention.self.query.bias,0.5397638074718933,0.002790946551726047,0.5236961119757342,0.5592571602484337,0.5388042819674399,0.05282940991271888,0.7856907374715133,-0.365506471201926,0.052685755324984276
4,parameters/encoder.roberta.encoder.layer.0.attention.self.key.bias,0.4280118420183394,0.002362076045067875,0.40794995044217797,0.44834568296874594,0.42863479024697143,0.04860119386463567,3.720529527062922,12.554355167103868,0.08517534671045715
5,parameters/encoder.roberta.encoder.layer.0.attention.self.value.bias,0.5048430135955808,0.002896590995530459,0.47954318072275925,0.5292217275303901,0.5044543816552726,0.05381998695215812,4.288588447629686,16.643011013440614,0.0
6,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.bias,0.5622398085538703,0.0028756810311261643,0.5377328539898035,0.5771557371533719,0.5628030574378137,0.053625376745774424,1.3301901145224773,-0.14367646797866424,0.0
7,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.bias,0.4997034344506764,0.002694932625058987,0.48114552974046615,0.5140120006393848,0.49965352028052745,0.05191274048881443,3.334400955666825,10.378456960361063,0.0
8,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.bias,0.10450637260296435,0.007432582280747043,-0.6101486274641116,0.25080980427031474,-0.10916402618398964,0.0862124253269045,1.4038471012661236,0.7062728411164653,0.09485909375164331
9,parameters/encoder.roberta.encoder.layer.0.output.dense.bias,0.5029861782867869,0.0032027671480606957,0.4828878507924158,0.5192652018996954,0.5036564575048509,0.056592995574194054,1.823854627551138,1.6824813433771222,0.0017184517841403847
10,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.bias,0.5013007495047572,0.002921823945320029,0.4787119347120122,0.5184899084866882,0.5007498277383393,0.05405389852101387,3.258328010122498,9.878295626750266,0.0
11,parameters/encoder.roberta.encoder.layer.1.attention.self.query.bias,0.5563180874937989,0.002642650709786107,0.5395500859805658,0.5712520418455277,0.5572561503376052,0.05140671852769982,1.0124058268335103,0.35072199480583083,0.028050013111215313
12,parameters/encoder.roberta.encoder.layer.1.attention.self.key.bias,0.4878012731302669,0.0020156933443147614,0.4766116237932205,0.5083946716219834,0.4868505977044966,0.044896473628947865,3.919810856489319,14.599439474164399,0.06479470898844335
13,parameters/encoder.roberta.encoder.layer.1.attention.self.value.bias,0.511099860882725,0.002630962216693353,0.4968427336275131,0.5289293241864897,0.5119308770798237,0.05129290610497079,3.648013358772276,12.284193270399912,0.08945024440531807
14,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.bias,0.43025709464580664,0.0022995579349137994,0.40919654571543157,0.4506087648246318,0.4302659572807562,0.04795370616452759,1.4216893605533236,-0.10281096234796816,0.0
15,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.bias,0.49458417596714066,0.002550390726136531,0.47416468679618,0.5118520199215678,0.4942555149925644,0.05050139330886381,3.537585719257927,10.33333226053942,0.0
16,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.bias,0.09425804375235153,0.005031358251974512,-0.5030232372329129,0.2773466929990713,-0.09849988417093551,0.07093206786760518,1.2327412921031147,0.10465124414418842,0.0783232985436982
17,parameters/encoder.roberta.encoder.layer.1.output.dense.bias,0.5635967836545529,0.0027430842291140097,0.5524651170475411,0.5886720154308951,0.5642652930769341,0.05237446161168675,1.689224029565875,0.8268250911647274,0.06241805693423133
18,parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.bias,0.5809507046507535,0.0032776376448169853,0.5615732497602478,0.6078243857222032,0.5801754144423102,0.05725065628284962,2.757434967218441,6.443728192146291,0.008816893460804609
19,parameters/encoder.roberta.encoder.layer.2.attention.self.query.bias,0.4462252165927858,0.001994223866628147,0.4250773047891684,0.4601087189380129,0.44681164464099504,0.04465673372099883,2.1345960280172203,3.0545982843010693,0.009549745457407433
