layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.7076327298399497e-07,9.201741698630547e-15,1.1253593303890723e-07,5.194669029008948e-07,-3.1558510518864194e-05,0.0200467691820429,0.4090623348323744,-0.21720894561484302,0.03555452790902437,5.169636218296352e-07,9.592570926832153e-08
fc1.bias,3.705249895795978e-08,2.1877124418247152e-16,9.467656560088662e-09,5.698941720727885e-08,0.7224649448495858,0.1133428719451089,0.8804133613752319,0.7485538341608812,0.0,2.5970872887161372e-08,1.47909176247612e-08
convs_code_file.2.bias,7.622257293940862e-05,5.277915085457403e-10,9.48541246927377e-06,8.276093606534339e-05,0.8051789876384037,0.1374376907114736,-0.18861354659814888,-0.7252333582006569,0.06535609176586459,3.0897856310686265e-05,2.2973713425254974e-05
convs_code_file.1.bias,4.413202018536884e-08,5.397244121023757e-16,8.291850392124927e-09,7.096348459522089e-08,-0.0001044009550747,0.0706972257171937,1.715261096662753,3.466762171082943,0.03147705537597314,3.234728875076718e-08,2.3231969613065e-08
convs_code_file.0.bias,4.713706937541321e-09,3.3608718281017743e-18,9.43313756735118e-10,7.735775316979899e-09,0.563354952842928,0.1337718840011416,-0.05287898457214958,-0.6591792330553504,0.06417341621281822,2.3292179618720623e-09,1.833268073169271e-09
convs_code_line.2.bias,4.4938511709532614e-07,5.706678588098723e-14,9.53155577218177e-08,9.332539705754519e-07,1.953889443484899e-05,0.039087298509953,2.546811116060257,8.821706032740934,0.0,1.8809259596388334e-07,2.388865544164997e-07
convs_code_line.1.bias,1.2755385596593204e-06,5.576166486545646e-13,9.794256015550316e-07,3.529069214628717e-06,6.742295416513179e-06,0.0432375307227778,2.516758949064969,5.532199718012628,0.07257069952863565,3.274316940368035e-06,7.467373357845211e-07
convs_code_line.0.bias,2.836789045811897e-07,8.144316327552799e-15,1.0541155435833083e-07,4.802803076865449e-07,0.0005278906998377,0.0197473282303864,0.5351384387393844,-0.008171179671178253,0.0,1.2020370026005593e-07,9.02458659859431e-08
convs_msg.2.bias,2.3315590125303437e-08,1.900628462368229e-16,1.0709350264400422e-08,6.282411462876312e-08,-0.0006588076272084,0.0546666985913124,5.076421907145506,29.717557624437152,0.10799622062325337,1.5740221431674415e-08,1.3786328236220951e-08
convs_msg.1.bias,1.787568897558641e-07,1.845189998515104e-14,9.023029317332966e-08,5.065431912301412e-07,6.062533815187235e-07,0.0751172360038982,1.1692515479677734,2.637291660976288,0.0,2.173350657966321e-07,1.358377708340027e-07
convs_msg.0.bias,1.0791496823209929e-08,7.821293383319542e-19,9.30625527102187e-09,1.2524703984212738e-08,0.3357254763638286,0.0639204642931742,0.5517735530693313,0.3438907908883697,0.005778583359952619,1.2208529994214558e-08,8.843807654692371e-10
