layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.0523538317282297e-07,9.854775526341448e-15,9.687149478902352e-08,4.47159711734353e-07,-3.1558510518864194e-05,0.0200467691820429,0.6007289032006,-0.477278691802391,0.0,4.450048748506873e-07,9.927122204517006e-08
fc1.bias,3.916854691278994e-08,1.7999226376191032e-16,1.000834924923065e-08,6.024405166163106e-08,0.7224649448495858,0.1133428719451089,0.9236013575912957,0.7156852177478978,0.0,2.7454055236626793e-08,1.3416119549329841e-08
convs_code_file.2.bias,7.065558237979793e-05,5.443240422143322e-10,8.79263604315605e-06,7.671640972605863e-05,0.8051789876384037,0.1374376907114736,-0.15809549096952258,-0.8641854455598729,0.0,2.864120099506826e-05,2.333075314288702e-05
convs_code_file.1.bias,5.646080842134185e-08,4.7287600755836085e-16,1.0608274320589688e-08,9.078795151031731e-08,-0.0001044009550747,0.0706972257171937,1.7581318498364231,3.0883224594092096,0.07204831281526765,4.1383876501361404e-08,2.174571239482305e-08
convs_code_file.0.bias,4.934895416380845e-09,3.805423429062482e-18,9.875783106595224e-10,8.098772931740314e-09,0.563354952842928,0.1337718840011416,-0.06337616849548783,-0.4113708142133642,0.0,2.438515418141353e-09,1.9507494531749793e-09
convs_code_line.2.bias,4.6282775350694024e-07,7.408492605792611e-14,9.816677005191545e-08,9.611707691717878e-07,1.953889443484899e-05,0.039087298509953,2.498086915245542,8.941863718363889,0.0,1.9371908487745094e-07,2.7218546261313476e-07
convs_code_line.1.bias,1.263770961457655e-06,5.005242253570824e-13,9.703898206605654e-07,3.4965114622745193e-06,6.742295416513179e-06,0.0432375307227778,2.1580981323813684,5.694419117864592,0.05346961159897401,3.2441094285312712e-06,7.074773673815173e-07
convs_code_line.0.bias,2.731078354955168e-07,1.1684936650062965e-14,1.0148347650144827e-07,4.623830434520462e-07,0.0005278906998377,0.0197473282303864,0.45973277049642086,0.030872956571111533,0.024303716792121607,1.157244048338467e-07,1.0809688547808846e-07
convs_msg.2.bias,2.0942349505591268e-08,1.7338014773108627e-16,9.619269982425595e-09,5.642939161582829e-08,-0.0006588076272084,0.0546666985913124,4.9384879363670375,30.014119946710657,0.09554285362293226,1.4138060274090265e-08,1.3167389556441562e-08
convs_msg.1.bias,2.1792490554357242e-07,1.8761761946772215e-14,1.1000095237627987e-07,6.17533552151922e-07,6.062533815187235e-07,0.0751172360038982,1.094977135736807,2.547617386176751,0.07576396201695224,2.6495607385943246e-07,1.3697358120007025e-07
convs_msg.0.bias,1.0908960229800284e-08,1.0185203577508378e-18,9.407552103578278e-09,1.266103302369846e-08,0.3357254763638286,0.0639204642931742,0.46140327150629157,0.07262394270058119,0.0,1.2341417539480444e-08,1.0092176959164153e-09
