layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0395591378664321,0.2649402468919057,4.557794625530833e-06,0.23588725629247173,0.30786708510221794,0.007173201176141065,0.008718128506250578,1.1580910645308353,-413.4897351946179,0.2535564885492846,0.0020520823663752
fc1.bias,0.41027189616083554,0.40542418147721176,6.7766852530742065e-06,0.36127267432953997,0.4549433654227929,0.09483588891403255,0.0,0.31167039526759066,-463.3717538509143,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.49674988360075195,0.3202940187939836,2.8370482935828454e-05,0.28539896715739954,0.3560518870256411,0.019464688865384806,0.0,0.7387666763105993,-458.21780035860843,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.8502002223628006,0.49259175700935787,3.624413318629952e-05,0.4401919767403467,0.5857107672203417,0.10408752618537974,0.05477850741485445,-16.758659903618316,-70.93178456853501,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.19205888097822627,0.28393748317349776,5.167027710352472e-05,0.24735812898867732,0.3344449912038652,0.11070519486849759,0.0,1.1031774820077236,-459.5693825693393,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.03313440939082638,0.016011763454002657,8.639943229138843e-05,0.012758942675280896,0.01874521479996266,0.01532877480306378,0.07245232036855556,0.17287224309873706,-463.9643710938205,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.01600646936261662,0.3291157256094282,1.5385809548255488e-05,0.28037289522795017,0.3826859989852044,0.010285507145358419,0.0423507062765776,0.5271559580280774,-464.59753074444285,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.042151750800647945,0.30406413436053475,4.174252735729613e-05,0.25660882544096636,0.3465962148080956,0.008178872694900367,0.0,-0.26964465484105626,-464.5287365598149,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.048735399776700994,0.2784980376524719,6.468103171027568e-05,0.22475149111533435,0.33099425999214177,0.012687612453456305,0.06628341705275996,0.6076054698119147,-462.9818535627891,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.6632193993383249,0.3064495375473934,9.488651583661604e-05,0.25782380598318944,0.3478440022755203,0.17838956103279552,0.04511279021284388,-0.9129321790569327,-451.9249245830086,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.01984920653441757,0.14132699270755547,6.395056323135044e-05,0.1269419029939302,0.16792853778313802,0.007037832677531424,0.04764472184576199,2.5822737190059453,1836.938434218725,0.1448155608672209,0.0083536486385435
